ID,longDescription,preRequisite,description,Length,bisPath,csPath,govPath,healthPath,humPath,manuPath,stemPath,socSciPath,visPath,dept,credits,minGrade,level
SS590,"HOLOCAUST, GENOCIDE, AND CRIMES AGAINST HUMANITY",No Prerequisite,"Students will explore various aspects of genocide, human behavior, and crimes against humanity. With a focus on the 20th century, approximately half of the course will be devoted to studying the Holocaust with the remainder devoted to contemporary genocidal issues as well as human rights. Current events will also be explored. A variety of learning and teaching techniques will be employed. These include interpretation of primary and secondary source materials/accounts, projects, historical film and literature, and personal experiences of survivors. Guest speakers will be available as well as opportunities for outside events. This unique experiential class will also be devoted to preparing the student for the college experience. The students will develop 21st-century skills of critical thinking, communication, collaboration, and creativity. Refer to the section on Dual Enrollment for additional information.",YR,,,X,,X,,,X,X,SS,10,10,1
SS206,INTRODUCTION TO LAW & THE LEGAL SYSTEM,No Prerequisite,"This course is designed for all students with an interest in various areas of law, law enforcement, our legal system, and corrections. Students will study the criminal justice process from investigation through corrections and they will have the opportunity to examine the various court systems in state and federal government. Throughout the year students will have the opportunity to meet and work with judges, attorneys, and law enforcement officials from the community. Students will participate in mock trials, simulations, and moot court activities throughout the course. Active student participation in the course is crucial to success.",SM,X,X,X,X,X,,,X,X,SS,5,9,1
SS207,PSYCHOLOGY,No Prerequisite,"This course presents the basic ideas and principles of human behavior. Psychological methods, human growth and development, personality, intelligence, principles of learning, process of thinking, emotions, frustration and conflicts, personality disturbances and social behavior are included in the course of study. The relationship of psychological principles and human behavior is explored",YR,X,X,X,X,X,,X,X,X,SS,5,9,1
SS208,SOCIOLOGY,No Prerequisite,"This course focuses on humans as members of social groups. Basic sociological concepts such as culture, relationship, the family, race, and inter-group relations are studied. Emphasis is given to contemporary social problems including crime, issues and problems of adolescence, poverty, socialization and neglect. Attention also is given to sociology as a career.",YR,X,X,X,X,X,,X,X,X,SS,5,9,1
MU101,Music Appreciation,No Prerequisite,"Music Appreciation will focus on both music theory and music history. This course is designed for the student who wants to learn more about music, but not enroll in the AP Music Theory program. By exploring different time periods and studying different composers and musical artists, students will learn music fundamentals (note reading, rhythm figures, basic chords) while gaining an appreciation for a wide variety of musical genres.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU111,Music Theory and Composition I,No Prerequisite,"Music Theory and Composition I is a year-long course that introduces students to the rudiments of music, functional harmony studies, and using music notation to communicate creative concepts and ideas. Students complete individual and group analysis and composition activities. Students learn to use digital music notation software.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU120,Honors Music Theory and Composition II,"Music Theory and Composition I and/or recommendation of instructor 
Honors Music Theory and Composition II is a year-long course in which students learn and apply advanced concepts through analysis and composition.",Students study and create works in a variety of styles while developing their own compositional style. Learning to listen and provide peer feedback is a valuable skill supported throughout the course. Homework assignments given will be commensurate with those of an Honors course.,YR,X,X,X,,X,,X,X,X,MU,10,10,2
MU500,Advanced Placement Music Theory,Honors Music Theory and Composition II,"AP Music Theory is a year-long course that provides an in-depth study of the processes of music performance, composition, and analysis by focusing on the development of skills that include identifying features of pitch, interval, scales and keys, chords, meter, rhythm, and other musical concepts in performed and notated music. Students learn to sight-sing and complete written dictation at advanced levels. Completing and composing music based on cues, following common-practice styles, is also a skill students hone in AP Music Theory. Students who take this course should have acquired basic skills in vocal or instrumental performance. Students who successfully complete the course and meet advanced placement test criteria are eligible for college credit and are exceptionally well prepared for college level music courses.",YR,X,X,X,,X,,X,X,X,MU,10,11,3
MU130,Honors Advanced Studies in Music Design and Production,AP Music Theory,"Honors Advanced Studies in Music Design and Production is a semester course for students who wish to continue advancing and expanding their music skills in the areas of music technology and music theory. Through a personalized project-based approach to instruction, students will design, produce, and present their compositions or creative output through coordinated performances. Students may repeat this course with faculty permission.",SM,X,X,X,,X,,X,X,X,MU,5,11,3
MU201,Concert Band,Recommendation of the Band director,"Concert Band is a year-long, repeated course in which students develop their skills as band musicians. Membership is open and is informed by each member's placement audition. Rehearsals develop and reinforce basic ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse, interesting, and appropriately challenging wind band literature while developing healthy and proper musical techniques on students' respective instruments. Participation in the band program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director. All band members are encouraged to participate in the Marching Band.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU211,Concert Choir,No Prerequisite,"Concert Choir is a year-long, repeated course in which students develop their skills as choral singers. Membership is open. Rehearsals develop and reinforce basic ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse, interesting, and appropriately challenging choral literature while developing healthy and proper choral singing techniques. Participation in the choral program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU301,Music Technology 1,No Prerequisite,"Music Technology I is a course in which students begin exploring the many facets of this creative and innovative field. Creation, production, engineering, programming, and entrepreneurship are all key areas of practice within the music technology field. Students learn to use a combination of digital instruments, digital audio workstations (DAWs), audio equipment, and other digital applications in the music technology lab. Students work on individual and group assignments that can include, but are not limited to, creating and recording songs, beats, raps, re-mixes, podcasts, film scores, and releases in addition to performing student-created works. There are no prerequisites for this course, but students should be prepared to bring and develop their personal creative voice. Music literacy concepts are incorporated in alignment with individual projects to support the creative process.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU302,Music Technology II,Music Technology I or recommendation of instructor,"Music Technology II is a year-long course in which students advance their skills across the areas of creation, production, engineering, programming, and entrepreneurship. Students learn more advanced features and uses of the digital instruments, digital audio workstations (DAWs), audio equipment, and other digital applications in the music technology lab. More advanced training begins with regard to audio recording, engineering, and post-production. Students continue to work on individual and group assignments that begin incorporating mixed forms of media.",YR,X,X,X,X,X,X,X,X,X,MU,10,10,1
MU212,Chorale,Audition,"Chorale is a year-long, repeated course in which students advance their skills as choral singers. Membership is achieved through an audition. Rehearsals develop and reinforce advanced ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse and rigorous choral literature while developing healthy and proper choral singing techniques. Participation in the choral program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU221,Orchestra,Recommendation of the Orchestra director,"Orchestra is a year-long, repeated course in which students develop their skills as string musicians. Membership is open and is informed by each member's placement audition. Rehearsals develop and reinforce basic ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse, interesting, and appropriately challenging string and orchestral literature while developing healthy and proper musical techniques on students' respective instruments. String playing techniques involving bowing, fingering, and tone production are emphasized and pursued through the use of scales, string literature and orchestral literature. Participation in the string program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU222,Symphonic Orchestra,Audition,"Symphonic Orchestra is a year-long, repeated course in which students advance their skills as string musicians. Membership is achieved through an audition. Rehearsals develop and reinforce advanced ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse and rigorous string and orchestral literature while developing healthy and proper musical techniques on students' respective instruments. String playing techniques involving bowing, fingering, and tone production are emphasized and pursued through the use of scales, string literature and orchestral literature. Participation in the string program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU102,Piano,No Prerequisite,"This course provides an opportunity for students with no previous keyboard experience to explore the fundamental principles of keyboard technique. Music reading and theory are emphasized through the development of basic playing technique. Students work at their own pace, making this a very individualized course.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU103,Piano II,Piano I or Approval of Instructor,"This course provides an opportunity for students with previous keyboard experience to develop intermediate to advanced keyboard techniques through a variety of exercises and literature. Students work at their own pace, making this a very individualized course.",YR,X,X,,,X,,X,,X,MU,10,10,1
MU104,Vocal Workshop,No Prerequisite,"Vocal workshop is a semester course for students interested in developing their singing skills. Students engage in applied classroom instruction about healthy and artistic voice production and performance. Students learn about singing and theatrical techniques across diverse styles of music by learning and performing songs individually and in small groups. In-class experiences along with at home practicing support students' growth and identification of styles and repertoire that best fits their voice. Students also develop knowledge and skills in the areas of the International Phonetic Alphabet (IPA), effective practicing, critical listening, self-assessment, and collaborative assessment. Basic music literacy is also addressed through this course. Students may repeat the course to extend learning to assist with transitioning into choral groups.",SM,X,X,X,X,X,X,X,X,X,MU,5,9,1
MU202,SYMPHONIC BAND,Prerequisite: Audition,"Symphonic Band is a year-long, repeated course in which students advance their skills as band musicians. Membership is achieved through an audition. Rehearsals develop and reinforce advanced ensemble skills, musical concepts, musicianship, and professionalism. The ensemble explores diverse and rigorous wind band literature while developing healthy and proper musical techniques on students' respective instruments. Participation in the band program requires after-school and/or evening rehearsals and performances on and/or off campus, as determined by the director. All band members are encouraged to participate in the Marching Band.",YR,X,X,X,X,X,X,X,X,X,MU,10,9,1
MU105,INSTRUMENTAL WORKSHOP,No Prerequisite,"Instrumental Workshop provides students opportunities to develop their expressive music skills by learning a band or string instrument. Students engage in applied classroom instruction about healthy and artistic production and performance on a band or string instrument. In-class experiences along with at home practicing support students' growth and identification of styles and repertoire that best fits their personal style. Students also develop knowledge and skills in the areas of effective practicing, critical listening, self-assessment, and collaborative assessment. Individual student pacing is common in this course. Students may repeat the course to extend learning to assist with transitioning into band or orchestra.",SM,X,X,X,X,X,X,X,X,X,MU,5,9,1
MU106,MODERN MUSIC WORKSHOP,No prerequisite,"Modern Music Workshop is for students interested in developing their expressive music skills by learning to make music using their choice or combination of digital/acoustic instruments of their own, including their voice and body. This can include, but is not limited to, Jazz, Rock, R&B, hip-hop, rap, dance, and pop music styles. Students engage in applied classroom instruction about healthy and artistic production and performance on their preferred medium of expression. In-class experiences along with at home practicing support students' growth and identification of styles and repertoire that best fits their personal style. Students also develop knowledge and skills in the areas of effective practicing, critical listening, self-assessment, and collaborative assessment. Individual student pacing is common in this course. Students may repeat the course to extend learning to assist with transitioning into other music courses.",SM,X,X,X,X,X,X,X,X,X,MU,5,9,1
